320000, 0.00365, 0.02
321000, 0.00370, 0.02
322000, 0.00366, 0.02
323000, 0.00372, 0.02
324000, 0.00360, 0.02
325000, 0.00381, 0.02
326000, 0.00379, 0.02
327000, 0.00362, 0.02
328000, 0.00367, 0.02
329000, 0.00361, 0.02
330000, 0.00360, 0.02
331000, 0.00361, 0.02
332000, 0.00370, 0.02
333000, 0.00361, 0.02
334000, 0.00360, 0.02
335000, 0.00363, 0.02
336000, 0.00363, 0.02
337000, 0.00363, 0.02
338000, 0.00361, 0.02
339000, 0.00369, 0.02
340000, 0.00358, 0.02
341000, 0.00364, 0.02
342000, 0.00356, 0.02
343000, 0.00367, 0.02
344000, 0.00366, 0.02
345000, 0.00358, 0.02
346000, 0.00357, 0.02
347000, 0.00352, 0.02
348000, 0.00372, 0.02
349000, 0.00356, 0.02
350000, 0.00361, 0.02
351000, 0.00348, 0.02
352000, 0.00347, 0.02
353000, 0.00359, 0.02
354000, 0.00356, 0.02
355000, 0.00365, 0.02
356000, 0.00350, 0.02
357000, 0.00357, 0.02
358000, 0.00349, 0.02
359000, 0.00347, 0.02
360000, 0.00355, 0.02
361000, 0.00356, 0.02
362000, 0.00356, 0.02
363000, 0.00345, 0.02
364000, 0.00344, 0.02
365000, 0.00356, 0.02
366000, 0.00356, 0.02
367000, 0.00352, 0.02
368000, 0.00342, 0.02
369000, 0.00343, 0.02
370000, 0.00340, 0.02
371000, 0.00355, 0.02
372000, 0.00352, 0.02
373000, 0.00355, 0.02
374000, 0.00345, 0.02
375000, 0.00366, 0.02
376000, 0.00351, 0.02
377000, 0.00355, 0.02
378000, 0.00342, 0.02
379000, 0.00341, 0.02
380000, 0.00348, 0.02
381000, 0.00345, 0.02
382000, 0.00346, 0.02
383000, 0.00353, 0.02
384000, 0.00352, 0.02
385000, 0.00346, 0.02
386000, 0.00343, 0.02
387000, 0.00343, 0.02
388000, 0.00348, 0.02
389000, 0.00347, 0.02
390000, 0.00349, 0.02
391000, 0.00344, 0.02
392000, 0.00352, 0.02
393000, 0.00344, 0.02
394000, 0.00345, 0.02
395000, 0.00352, 0.02
396000, 0.00346, 0.02
397000, 0.00343, 0.02
398000, 0.00343, 0.02
399000, 0.00341, 0.02
400000, 0.00334, 0.02
401000, 0.00349, 0.02
402000, 0.00362, 0.02
403000, 0.00339, 0.02
404000, 0.00353, 0.02
405000, 0.00339, 0.02
406000, 0.00337, 0.02
407000, 0.00348, 0.02
408000, 0.00341, 0.02
409000, 0.00333, 0.02
410000, 0.00340, 0.02
411000, 0.00339, 0.02
412000, 0.00344, 0.02
413000, 0.00341, 0.02
414000, 0.00335, 0.02
415000, 0.00336, 0.02
416000, 0.00333, 0.02
417000, 0.00339, 0.02
418000, 0.00337, 0.02
419000, 0.00338, 0.02
420000, 0.00330, 0.02
421000, 0.00340, 0.02
422000, 0.00335, 0.02
423000, 0.00339, 0.02
424000, 0.00330, 0.02
425000, 0.00335, 0.02
426000, 0.00337, 0.02
427000, 0.00335, 0.02
428000, 0.00330, 0.02
429000, 0.00328, 0.02
430000, 0.00338, 0.02
431000, 0.00310, 0.002
432000, 0.00303, 0.002
433000, 0.00301, 0.002
434000, 0.00301, 0.002
435000, 0.00300, 0.002
436000, 0.00299, 0.002
437000, 0.00301, 0.002
438000, 0.00295, 0.002
439000, 0.00293, 0.002
440000, 0.00292, 0.002
441000, 0.00294, 0.002
442000, 0.00293, 0.002
443000, 0.00293, 0.002
